ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Meta: _wp_page_template","Meta: cartflows_redirect_flow_id","Meta: cartflows_add_to_cart_text","Meta: site-sidebar-layout","Meta: site-content-layout","Meta: theme-transparent-header-meta"
3070,simple,,"Samsung Galaxy A13 64GB",1,0,visible,,"<h3 class=""feature-benefit__title contrast-target"" data-font-size-mo=""30"" data-font-size-pc=""48"">¿Una pantalla más grande o más espacio para jugar?</h3>
\nLleva tu forma de mirar más allá con la pantalla <strong>Infinity-V de 6,6″</strong> del Galaxy A13 ¡y sorpréndete con todo lo que te has estado perdiendo! Además, gracias a la tecnología FHD+, podrás ver el contenido que disfrutas cada día de forma más nítida y clara.
\n<h3 class=""feature-benefit__title contrast-target"" data-font-size-mo=""30"" data-font-size-pc=""48"">Un diseño minimalista que llama la atención</h3>
\nGalaxy A13 combina colores con un aspecto y textura <strong>agradables al tacto</strong>. Sus curvas refinadas hacen que sujetarlo sea <strong>cómodo</strong>, así como dan lugar a una navegación sencilla.
\n<h3 class=""feature-benefit__title contrast-target"" data-font-size-mo=""30"" data-font-size-pc=""48"">Eleva el nivel de tus fotos con la cámara cuádruple</h3>
\nCaptura los momentos más memorables con todo el detalle gracias a la <strong>Cámara Principal de 50MP</strong>. Amplía el ángulo de visión con la cámara <strong>Ultra Gran Angular</strong>. Personaliza el enfoque con la cámara de <strong>Profundidad</strong>. Y, por último, acércate a los detalles con la cámara <strong>Macro</strong>. Con Galaxy A13 ¡todo es posible!
\n<h3 class=""feature-benefit__title contrast-target"" data-font-size-mo=""30"" data-font-size-pc=""48"">Una batería impresionante que dura dos días</h3>
\nVe un paso por delante en tu día a día con una <strong>batería de 5.000mAh</strong> (típica) que no te frenará. Con ella, podrás seguir con tu rutina durante horas y horas, para que sigas haciendo lo que más te gusta con Galaxy A13 sin incómodas interrupciones
\n<blockquote>
\n<h3>Especificaciones técnicas Samsung Galaxy A13 64GB:</h3>
\n</blockquote>
\n<ul>
\n 	<li>Pantalla PLS IPS 6.6 pulgadas, 104.9 cm2 (~ 83.2% de relación pantalla-cuerpo)</li>
\n 	<li>Corning Gorilla Glass 5</li>
\n 	<li>Resolución 1080 x 24800 píxeles, relación 20: 9 (~ 400 ppi de densidad)</li>
\n 	<li>SO Android 12, OneUI 4.1</li>
\n 	<li>Chipset Exynos 850 (8nm)</li>
\n 	<li>CPU Octa-core (4×2.0 GHz Cortex-A55 &amp; 4×2.0 GHz Cortex-A55)</li>
\n 	<li>GPU Mali-G52</li>
\n 	<li>microSDXC (ranura dedicada)</li>
\n 	<li>Memoria 64GB 4GB RAM</li>
\n 	<li>Camara principal Quad 50 MP, f/1.8, (wide), PDAF
\n5 MP, f/2.2, 123˚ (ultrawide), 1/5″, 1.12µm
\n2 MP, f/2.4, (macro)
\n2 MP, f/2.4, (depth)</li>
\n 	<li>LED flash, panorama, HDR</li>
\n 	<li>Video 1080p@30fps</li>
\n 	<li>Frontal 8 MP, f/2.2</li>
\n 	<li>Video 1080p@30fps</li>
\n 	<li>Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot</li>
\n 	<li>Bluetooth 5.0, A2DP, LE</li>
\n 	<li>GPS A-GPS, GLONASS, GALILEO, BDS</li>
\n 	<li>USB Tipo-C 2.0</li>
\n 	<li>Sensores Huella digital (montada en el lateral), acelerómetro, brújula</li>
\n 	<li>Batería Li-Po 5000 mAh, no extraíble</li>
\n 	<li>Carga rápida 15W</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,629900,CELULAR,,,http://tiendafalifma.com.co/wp-content/uploads/2022/06/TIENDA-XIOAMI-1200X1200.webp,,,,,,,,,0,default,,,default,default,default
